sigma:0,sigma:1,sigma:2,sigma:3,sigma:4,sigma:5,arc_length,Points:0,Points:1,Points:2
-9.61E+06,3.20E+05,-2.22E+06,3.16E+05,-1.87E-10,2.53E-09,0.495,0,0.995,0
-9.75E+06,2.88E+05,-2.27E+06,2.84E+05,-1.68E-10,2.55E-09,0.4955,0,0.9955,0
-9.89E+06,2.56E+05,-2.32E+06,2.53E+05,-1.49E-10,2.57E-09,0.496,0,0.996,0
-1.00E+07,2.24E+05,-2.36E+06,2.21E+05,-1.31E-10,2.59E-09,0.4965,0,0.9965,0
-1.02E+07,1.92E+05,-2.41E+06,1.90E+05,-1.12E-10,2.61E-09,0.497,0,0.997,0
-1.03E+07,1.60E+05,-2.46E+06,1.58E+05,-9.34E-11,2.63E-09,0.4975,0,0.9975,0
-1.05E+07,1.28E+05,-2.50E+06,1.26E+05,-7.47E-11,2.65E-09,0.498,0,0.998,0
-1.06E+07,96117,-2.55E+06,94773,-5.61E-11,2.68E-09,0.4985,0,0.9985,0
-1.08E+07,64077,-2.60E+06,63181,-3.74E-11,2.70E-09,0.499,0,0.999,0
-1.09E+07,32040,-2.64E+06,31593,-1.87E-11,2.72E-09,0.4995,0,0.9995,0
-1.10E+07,0.20797,-2.69E+06,0.76162,-4.08E-16,2.74E-09,0.5,0,1,0
