sigma:0,sigma:1,sigma:2,sigma:3,sigma:4,sigma:5,arc_length,Points:0,Points:1,Points:2
-2.02E+07,9.68E+06,5.55E+07,-6.48E+06,-2.37E-09,-9.08E-09,0.117,0,0.617,0
-1.95E+07,9.86E+06,5.56E+07,-6.48E+06,-2.33E-09,-9.02E-09,0.1175,0,0.6175,0
-1.87E+07,1.00E+07,5.57E+07,-6.47E+06,-2.30E-09,-8.96E-09,0.118,0,0.618,0
-1.79E+07,1.02E+07,5.58E+07,-6.46E+06,-2.26E-09,-8.90E-09,0.1185,0,0.6185,0
-1.71E+07,1.04E+07,5.59E+07,-6.45E+06,-2.22E-09,-8.84E-09,0.119,0,0.619,0
-1.63E+07,1.06E+07,5.60E+07,-6.44E+06,-2.18E-09,-8.78E-09,0.1195,0,0.6195,0
-1.56E+07,1.08E+07,5.61E+07,-6.43E+06,-2.15E-09,-8.73E-09,0.12,0,0.62,0
-1.48E+07,1.09E+07,5.61E+07,-6.42E+06,-2.11E-09,-8.67E-09,0.1205,0,0.6205,0
-1.40E+07,1.11E+07,5.62E+07,-6.41E+06,-2.07E-09,-8.61E-09,0.121,0,0.621,0
-1.32E+07,1.13E+07,5.63E+07,-6.40E+06,-2.04E-09,-8.55E-09,0.1215,0,0.6215,0
-1.25E+07,1.15E+07,5.64E+07,-6.39E+06,-2.00E-09,-8.49E-09,0.122,0,0.622,0
-1.17E+07,1.17E+07,5.65E+07,-6.38E+06,-1.96E-09,-8.43E-09,0.1225,0,0.6225,0
-1.09E+07,1.19E+07,5.66E+07,-6.37E+06,-1.93E-09,-8.37E-09,0.123,0,0.623,0
-1.01E+07,1.20E+07,5.67E+07,-6.36E+06,-1.89E-09,-8.31E-09,0.1235,0,0.6235,0
-9.34E+06,1.22E+07,5.68E+07,-6.35E+06,-1.85E-09,-8.25E-09,0.124,0,0.624,0
-8.56E+06,1.24E+07,5.69E+07,-6.34E+06,-1.82E-09,-8.20E-09,0.1245,0,0.6245,0
-7.78E+06,1.26E+07,5.70E+07,-6.33E+06,-1.78E-09,-8.14E-09,0.125,0,0.625,0
-7.00E+06,1.28E+07,5.71E+07,-6.32E+06,-1.74E-09,-8.08E-09,0.1255,0,0.6255,0
-6.22E+06,1.29E+07,5.71E+07,-6.31E+06,-1.71E-09,-8.02E-09,0.126,0,0.626,0
-5.44E+06,1.31E+07,5.72E+07,-6.30E+06,-1.67E-09,-7.96E-09,0.1265,0,0.6265,0
-4.67E+06,1.33E+07,5.73E+07,-6.29E+06,-1.63E-09,-7.90E-09,0.127,0,0.627,0
-3.89E+06,1.35E+07,5.74E+07,-6.28E+06,-1.59E-09,-7.84E-09,0.1275,0,0.6275,0
-3.11E+06,1.37E+07,5.75E+07,-6.27E+06,-1.56E-09,-7.78E-09,0.128,0,0.628,0
-2.33E+06,1.38E+07,5.76E+07,-6.26E+06,-1.52E-09,-7.72E-09,0.1285,0,0.6285,0
-1.55E+06,1.40E+07,5.77E+07,-6.25E+06,-1.48E-09,-7.67E-09,0.129,0,0.629,0
-7.72E+05,1.42E+07,5.78E+07,-6.24E+06,-1.45E-09,-7.61E-09,0.1295,0,0.6295,0
7260.4,1.44E+07,5.79E+07,-6.23E+06,-1.41E-09,-7.55E-09,0.13,0,0.63,0
7.86E+05,1.46E+07,5.80E+07,-6.22E+06,-1.37E-09,-7.49E-09,0.1305,0,0.6305,0
1.56E+06,1.47E+07,5.80E+07,-6.22E+06,-1.34E-09,-7.43E-09,0.131,0,0.631,0
2.34E+06,1.49E+07,5.81E+07,-6.21E+06,-1.30E-09,-7.37E-09,0.1315,0,0.6315,0
3.12E+06,1.51E+07,5.82E+07,-6.20E+06,-1.26E-09,-7.31E-09,0.132,0,0.632,0
3.90E+06,1.53E+07,5.83E+07,-6.19E+06,-1.23E-09,-7.25E-09,0.1325,0,0.6325,0
4.68E+06,1.55E+07,5.84E+07,-6.18E+06,-1.19E-09,-7.20E-09,0.133,0,0.633,0
5.46E+06,1.57E+07,5.85E+07,-6.17E+06,-1.15E-09,-7.14E-09,0.1335,0,0.6335,0
6.24E+06,1.58E+07,5.86E+07,-6.16E+06,-1.12E-09,-7.08E-09,0.134,0,0.634,0
7.02E+06,1.60E+07,5.87E+07,-6.15E+06,-1.08E-09,-7.02E-09,0.1345,0,0.6345,0
7.79E+06,1.62E+07,5.88E+07,-6.14E+06,-1.04E-09,-6.96E-09,0.135,0,0.635,0
8.57E+06,1.64E+07,5.89E+07,-6.13E+06,-1.00E-09,-6.90E-09,0.1355,0,0.6355,0
9.35E+06,1.66E+07,5.90E+07,-6.12E+06,-9.68E-10,-6.84E-09,0.136,0,0.636,0
1.01E+07,1.67E+07,5.90E+07,-6.11E+06,-9.31E-10,-6.78E-09,0.1365,0,0.6365,0
1.09E+07,1.69E+07,5.91E+07,-6.10E+06,-8.94E-10,-6.72E-09,0.137,0,0.637,0
1.17E+07,1.71E+07,5.92E+07,-6.09E+06,-8.57E-10,-6.67E-09,0.1375,0,0.6375,0
1.25E+07,1.73E+07,5.93E+07,-6.08E+06,-8.20E-10,-6.61E-09,0.138,0,0.638,0
1.32E+07,1.75E+07,5.94E+07,-6.07E+06,-7.83E-10,-6.55E-09,0.1385,0,0.6385,0
1.40E+07,1.76E+07,5.95E+07,-6.06E+06,-7.47E-10,-6.49E-09,0.139,0,0.639,0
1.48E+07,1.78E+07,5.96E+07,-6.05E+06,-7.10E-10,-6.43E-09,0.1395,0,0.6395,0
1.56E+07,1.80E+07,5.97E+07,-6.04E+06,-6.73E-10,-6.37E-09,0.14,0,0.64,0
1.64E+07,1.82E+07,5.98E+07,-6.03E+06,-6.36E-10,-6.31E-09,0.1405,0,0.6405,0
1.71E+07,1.84E+07,5.99E+07,-6.02E+06,-5.99E-10,-6.25E-09,0.141,0,0.641,0
1.79E+07,1.85E+07,6.00E+07,-6.01E+06,-5.62E-10,-6.19E-09,0.1415,0,0.6415,0
1.87E+07,1.87E+07,6.00E+07,-6.00E+06,-5.25E-10,-6.14E-09,0.142,0,0.642,0
1.95E+07,1.89E+07,6.01E+07,-5.99E+06,-4.88E-10,-6.08E-09,0.1425,0,0.6425,0
2.03E+07,1.91E+07,6.02E+07,-5.98E+06,-4.52E-10,-6.02E-09,0.143,0,0.643,0
2.10E+07,1.93E+07,6.03E+07,-5.97E+06,-4.15E-10,-5.96E-09,0.1435,0,0.6435,0
2.18E+07,1.95E+07,6.04E+07,-5.96E+06,-3.78E-10,-5.90E-09,0.144,0,0.644,0
2.26E+07,1.96E+07,6.05E+07,-5.95E+06,-3.41E-10,-5.84E-09,0.1445,0,0.6445,0
2.34E+07,1.98E+07,6.06E+07,-5.95E+06,-3.04E-10,-5.78E-09,0.145,0,0.645,0
2.41E+07,2.00E+07,6.07E+07,-5.94E+06,-2.67E-10,-5.72E-09,0.1455,0,0.6455,0
2.49E+07,2.02E+07,6.08E+07,-5.93E+06,-2.30E-10,-5.66E-09,0.146,0,0.646,0
2.57E+07,2.04E+07,6.09E+07,-5.92E+06,-1.93E-10,-5.61E-09,0.1465,0,0.6465,0
2.65E+07,2.05E+07,6.10E+07,-5.91E+06,-1.57E-10,-5.55E-09,0.147,0,0.647,0
2.73E+07,2.07E+07,6.10E+07,-5.90E+06,-1.20E-10,-5.49E-09,0.1475,0,0.6475,0
2.80E+07,2.09E+07,6.11E+07,-5.89E+06,-8.28E-11,-5.43E-09,0.148,0,0.648,0
2.88E+07,2.11E+07,6.12E+07,-5.88E+06,-4.60E-11,-5.37E-09,0.1485,0,0.6485,0
2.96E+07,2.13E+07,6.13E+07,-5.87E+06,-9.11E-12,-5.31E-09,0.149,0,0.649,0
3.04E+07,2.14E+07,6.14E+07,-5.86E+06,2.78E-11,-5.25E-09,0.1495,0,0.6495,0
3.12E+07,2.16E+07,6.15E+07,-5.85E+06,6.46E-11,-5.19E-09,0.15,0,0.65,0
3.16E+07,2.18E+07,6.14E+07,-5.82E+06,5.50E-11,-5.15E-09,0.1505,0,0.6505,0
3.19E+07,2.19E+07,6.13E+07,-5.78E+06,4.54E-11,-5.11E-09,0.151,0,0.651,0
3.23E+07,2.21E+07,6.13E+07,-5.75E+06,3.58E-11,-5.07E-09,0.1515,0,0.6515,0
3.27E+07,2.22E+07,6.12E+07,-5.72E+06,2.62E-11,-5.03E-09,0.152,0,0.652,0
3.31E+07,2.23E+07,6.11E+07,-5.68E+06,1.66E-11,-4.98E-09,0.1525,0,0.6525,0
3.35E+07,2.25E+07,6.10E+07,-5.65E+06,6.95E-12,-4.94E-09,0.153,0,0.653,0
3.39E+07,2.26E+07,6.09E+07,-5.62E+06,-2.67E-12,-4.90E-09,0.1535,0,0.6535,0
3.43E+07,2.28E+07,6.09E+07,-5.59E+06,-1.23E-11,-4.86E-09,0.154,0,0.654,0
3.47E+07,2.29E+07,6.08E+07,-5.55E+06,-2.19E-11,-4.82E-09,0.1545,0,0.6545,0
3.51E+07,2.31E+07,6.07E+07,-5.52E+06,-3.15E-11,-4.77E-09,0.155,0,0.655,0
3.55E+07,2.32E+07,6.06E+07,-5.49E+06,-4.11E-11,-4.73E-09,0.1555,0,0.6555,0
3.59E+07,2.33E+07,6.06E+07,-5.46E+06,-5.07E-11,-4.69E-09,0.156,0,0.656,0
3.63E+07,2.35E+07,6.05E+07,-5.42E+06,-6.04E-11,-4.65E-09,0.1565,0,0.6565,0
3.67E+07,2.36E+07,6.04E+07,-5.39E+06,-7.00E-11,-4.61E-09,0.157,0,0.657,0
3.71E+07,2.38E+07,6.03E+07,-5.36E+06,-7.96E-11,-4.56E-09,0.1575,0,0.6575,0
3.75E+07,2.39E+07,6.02E+07,-5.32E+06,-8.92E-11,-4.52E-09,0.158,0,0.658,0
3.78E+07,2.41E+07,6.02E+07,-5.29E+06,-9.88E-11,-4.48E-09,0.1585,0,0.6585,0
3.82E+07,2.42E+07,6.01E+07,-5.26E+06,-1.08E-10,-4.44E-09,0.159,0,0.659,0
3.86E+07,2.43E+07,6.00E+07,-5.23E+06,-1.18E-10,-4.40E-09,0.1595,0,0.6595,0
3.90E+07,2.45E+07,5.99E+07,-5.19E+06,-1.28E-10,-4.35E-09,0.16,0,0.66,0
3.94E+07,2.46E+07,5.98E+07,-5.16E+06,-1.37E-10,-4.31E-09,0.1605,0,0.6605,0
3.98E+07,2.48E+07,5.98E+07,-5.13E+06,-1.47E-10,-4.27E-09,0.161,0,0.661,0
4.02E+07,2.49E+07,5.97E+07,-5.09E+06,-1.56E-10,-4.23E-09,0.1615,0,0.6615,0
4.06E+07,2.51E+07,5.96E+07,-5.06E+06,-1.66E-10,-4.19E-09,0.162,0,0.662,0
4.10E+07,2.52E+07,5.95E+07,-5.03E+06,-1.76E-10,-4.15E-09,0.1625,0,0.6625,0
4.14E+07,2.54E+07,5.95E+07,-5.00E+06,-1.85E-10,-4.10E-09,0.163,0,0.663,0
4.18E+07,2.55E+07,5.94E+07,-4.96E+06,-1.95E-10,-4.06E-09,0.1635,0,0.6635,0
4.22E+07,2.56E+07,5.93E+07,-4.93E+06,-2.05E-10,-4.02E-09,0.164,0,0.664,0
4.26E+07,2.58E+07,5.92E+07,-4.90E+06,-2.14E-10,-3.98E-09,0.1645,0,0.6645,0
4.30E+07,2.59E+07,5.91E+07,-4.86E+06,-2.24E-10,-3.94E-09,0.165,0,0.665,0
4.34E+07,2.61E+07,5.91E+07,-4.83E+06,-2.33E-10,-3.89E-09,0.1655,0,0.6655,0
4.37E+07,2.62E+07,5.90E+07,-4.80E+06,-2.43E-10,-3.85E-09,0.166,0,0.666,0
4.41E+07,2.64E+07,5.89E+07,-4.77E+06,-2.53E-10,-3.81E-09,0.1665,0,0.6665,0
4.45E+07,2.65E+07,5.88E+07,-4.73E+06,-2.62E-10,-3.77E-09,0.167,0,0.667,0
4.49E+07,2.66E+07,5.87E+07,-4.70E+06,-2.72E-10,-3.73E-09,0.1675,0,0.6675,0
4.53E+07,2.68E+07,5.87E+07,-4.67E+06,-2.81E-10,-3.68E-09,0.168,0,0.668,0
4.57E+07,2.69E+07,5.86E+07,-4.63E+06,-2.91E-10,-3.64E-09,0.1685,0,0.6685,0
4.61E+07,2.71E+07,5.85E+07,-4.60E+06,-3.01E-10,-3.60E-09,0.169,0,0.669,0
4.65E+07,2.72E+07,5.84E+07,-4.57E+06,-3.10E-10,-3.56E-09,0.1695,0,0.6695,0
4.69E+07,2.74E+07,5.83E+07,-4.54E+06,-3.20E-10,-3.52E-09,0.17,0,0.67,0
4.73E+07,2.75E+07,5.83E+07,-4.50E+06,-3.30E-10,-3.47E-09,0.1705,0,0.6705,0
4.77E+07,2.77E+07,5.82E+07,-4.47E+06,-3.39E-10,-3.43E-09,0.171,0,0.671,0
4.81E+07,2.78E+07,5.81E+07,-4.44E+06,-3.49E-10,-3.39E-09,0.1715,0,0.6715,0
4.85E+07,2.79E+07,5.80E+07,-4.40E+06,-3.58E-10,-3.35E-09,0.172,0,0.672,0
4.89E+07,2.81E+07,5.80E+07,-4.37E+06,-3.68E-10,-3.31E-09,0.1725,0,0.6725,0
4.93E+07,2.82E+07,5.79E+07,-4.34E+06,-3.78E-10,-3.26E-09,0.173,0,0.673,0
4.97E+07,2.84E+07,5.78E+07,-4.31E+06,-3.87E-10,-3.22E-09,0.1735,0,0.6735,0
5.00E+07,2.85E+07,5.77E+07,-4.27E+06,-3.97E-10,-3.18E-09,0.174,0,0.674,0
5.04E+07,2.87E+07,5.76E+07,-4.24E+06,-4.06E-10,-3.14E-09,0.1745,0,0.6745,0
5.08E+07,2.88E+07,5.76E+07,-4.21E+06,-4.16E-10,-3.10E-09,0.175,0,0.675,0
5.12E+07,2.89E+07,5.75E+07,-4.17E+06,-4.26E-10,-3.05E-09,0.1755,0,0.6755,0
5.16E+07,2.91E+07,5.74E+07,-4.14E+06,-4.35E-10,-3.01E-09,0.176,0,0.676,0
5.20E+07,2.92E+07,5.73E+07,-4.11E+06,-4.45E-10,-2.97E-09,0.1765,0,0.6765,0
5.24E+07,2.94E+07,5.72E+07,-4.08E+06,-4.55E-10,-2.93E-09,0.177,0,0.677,0
5.28E+07,2.95E+07,5.72E+07,-4.04E+06,-4.64E-10,-2.89E-09,0.1775,0,0.6775,0
5.32E+07,2.97E+07,5.71E+07,-4.01E+06,-4.74E-10,-2.84E-09,0.178,0,0.678,0
5.36E+07,2.98E+07,5.70E+07,-3.98E+06,-4.83E-10,-2.80E-09,0.1785,0,0.6785,0
5.40E+07,2.99E+07,5.69E+07,-3.95E+06,-4.93E-10,-2.76E-09,0.179,0,0.679,0
5.44E+07,3.01E+07,5.69E+07,-3.91E+06,-5.03E-10,-2.72E-09,0.1795,0,0.6795,0
5.48E+07,3.02E+07,5.68E+07,-3.88E+06,-5.12E-10,-2.68E-09,0.18,0,0.68,0
5.52E+07,3.04E+07,5.67E+07,-3.85E+06,-5.22E-10,-2.64E-09,0.1805,0,0.6805,0
5.56E+07,3.05E+07,5.66E+07,-3.81E+06,-5.31E-10,-2.59E-09,0.181,0,0.681,0
5.59E+07,3.07E+07,5.65E+07,-3.78E+06,-5.41E-10,-2.55E-09,0.1815,0,0.6815,0
5.63E+07,3.08E+07,5.65E+07,-3.75E+06,-5.51E-10,-2.51E-09,0.182,0,0.682,0
5.67E+07,3.10E+07,5.64E+07,-3.72E+06,-5.60E-10,-2.47E-09,0.1825,0,0.6825,0
5.71E+07,3.11E+07,5.63E+07,-3.68E+06,-5.70E-10,-2.43E-09,0.183,0,0.683,0
5.75E+07,3.12E+07,5.62E+07,-3.65E+06,-5.80E-10,-2.38E-09,0.1835,0,0.6835,0
5.79E+07,3.14E+07,5.61E+07,-3.62E+06,-5.89E-10,-2.34E-09,0.184,0,0.684,0
5.83E+07,3.15E+07,5.61E+07,-3.58E+06,-5.99E-10,-2.30E-09,0.1845,0,0.6845,0
5.87E+07,3.17E+07,5.60E+07,-3.55E+06,-6.08E-10,-2.26E-09,0.185,0,0.685,0
5.91E+07,3.18E+07,5.59E+07,-3.52E+06,-6.18E-10,-2.22E-09,0.1855,0,0.6855,0
5.95E+07,3.20E+07,5.58E+07,-3.49E+06,-6.28E-10,-2.17E-09,0.186,0,0.686,0
5.99E+07,3.21E+07,5.58E+07,-3.45E+06,-6.37E-10,-2.13E-09,0.1865,0,0.6865,0
6.03E+07,3.22E+07,5.57E+07,-3.42E+06,-6.47E-10,-2.09E-09,0.187,0,0.687,0
6.07E+07,3.24E+07,5.56E+07,-3.39E+06,-6.56E-10,-2.05E-09,0.1875,0,0.6875,0
6.11E+07,3.25E+07,5.55E+07,-3.35E+06,-6.66E-10,-2.01E-09,0.188,0,0.688,0
6.15E+07,3.27E+07,5.54E+07,-3.32E+06,-6.76E-10,-1.96E-09,0.1885,0,0.6885,0
6.18E+07,3.28E+07,5.54E+07,-3.29E+06,-6.85E-10,-1.92E-09,0.189,0,0.689,0
6.22E+07,3.30E+07,5.53E+07,-3.26E+06,-6.95E-10,-1.88E-09,0.1895,0,0.6895,0
6.26E+07,3.31E+07,5.52E+07,-3.22E+06,-7.05E-10,-1.84E-09,0.19,0,0.69,0
6.30E+07,3.33E+07,5.51E+07,-3.19E+06,-7.14E-10,-1.80E-09,0.1905,0,0.6905,0
6.34E+07,3.34E+07,5.50E+07,-3.16E+06,-7.24E-10,-1.75E-09,0.191,0,0.691,0
6.38E+07,3.35E+07,5.50E+07,-3.12E+06,-7.33E-10,-1.71E-09,0.1915,0,0.6915,0
6.42E+07,3.37E+07,5.49E+07,-3.09E+06,-7.43E-10,-1.67E-09,0.192,0,0.692,0
6.46E+07,3.38E+07,5.48E+07,-3.06E+06,-7.53E-10,-1.63E-09,0.1925,0,0.6925,0
6.50E+07,3.40E+07,5.47E+07,-3.03E+06,-7.62E-10,-1.59E-09,0.193,0,0.693,0
6.54E+07,3.41E+07,5.47E+07,-2.99E+06,-7.72E-10,-1.54E-09,0.1935,0,0.6935,0
6.58E+07,3.43E+07,5.46E+07,-2.96E+06,-7.81E-10,-1.50E-09,0.194,0,0.694,0
6.62E+07,3.44E+07,5.45E+07,-2.93E+06,-7.91E-10,-1.46E-09,0.1945,0,0.6945,0
6.66E+07,3.45E+07,5.44E+07,-2.89E+06,-8.01E-10,-1.42E-09,0.195,0,0.695,0
6.70E+07,3.47E+07,5.43E+07,-2.86E+06,-8.10E-10,-1.38E-09,0.1955,0,0.6955,0
6.74E+07,3.48E+07,5.43E+07,-2.83E+06,-8.20E-10,-1.33E-09,0.196,0,0.696,0
6.78E+07,3.50E+07,5.42E+07,-2.80E+06,-8.29E-10,-1.29E-09,0.1965,0,0.6965,0
6.81E+07,3.51E+07,5.41E+07,-2.76E+06,-8.39E-10,-1.25E-09,0.197,0,0.697,0
6.85E+07,3.53E+07,5.40E+07,-2.73E+06,-8.49E-10,-1.21E-09,0.1975,0,0.6975,0
6.89E+07,3.54E+07,5.39E+07,-2.70E+06,-8.58E-10,-1.17E-09,0.198,0,0.698,0
6.93E+07,3.55E+07,5.39E+07,-2.66E+06,-8.68E-10,-1.13E-09,0.1985,0,0.6985,0
6.97E+07,3.57E+07,5.38E+07,-2.63E+06,-8.78E-10,-1.08E-09,0.199,0,0.699,0
7.01E+07,3.58E+07,5.37E+07,-2.60E+06,-8.87E-10,-1.04E-09,0.1995,0,0.6995,0
7.05E+07,3.60E+07,5.36E+07,-2.57E+06,-8.97E-10,-9.99E-10,0.2,0,0.7,0
7.06E+07,3.60E+07,5.35E+07,-2.53E+06,-9.20E-10,-1.08E-09,0.2005,0,0.7005,0
7.07E+07,3.60E+07,5.33E+07,-2.49E+06,-9.42E-10,-1.15E-09,0.201,0,0.701,0
7.08E+07,3.60E+07,5.31E+07,-2.45E+06,-9.65E-10,-1.23E-09,0.2015,0,0.7015,0
7.09E+07,3.60E+07,5.30E+07,-2.41E+06,-9.88E-10,-1.31E-09,0.202,0,0.702,0
7.10E+07,3.60E+07,5.28E+07,-2.37E+06,-1.01E-09,-1.39E-09,0.2025,0,0.7025,0
7.11E+07,3.60E+07,5.26E+07,-2.33E+06,-1.03E-09,-1.46E-09,0.203,0,0.703,0
7.12E+07,3.60E+07,5.25E+07,-2.29E+06,-1.06E-09,-1.54E-09,0.2035,0,0.7035,0
7.13E+07,3.60E+07,5.23E+07,-2.26E+06,-1.08E-09,-1.62E-09,0.204,0,0.704,0
7.14E+07,3.60E+07,5.21E+07,-2.22E+06,-1.10E-09,-1.70E-09,0.2045,0,0.7045,0
7.15E+07,3.60E+07,5.20E+07,-2.18E+06,-1.13E-09,-1.78E-09,0.205,0,0.705,0
7.16E+07,3.60E+07,5.18E+07,-2.14E+06,-1.15E-09,-1.85E-09,0.2055,0,0.7055,0
7.17E+07,3.60E+07,5.16E+07,-2.10E+06,-1.17E-09,-1.93E-09,0.206,0,0.706,0
7.18E+07,3.60E+07,5.15E+07,-2.06E+06,-1.19E-09,-2.01E-09,0.2065,0,0.7065,0
7.19E+07,3.60E+07,5.13E+07,-2.02E+06,-1.22E-09,-2.09E-09,0.207,0,0.707,0
7.20E+07,3.60E+07,5.11E+07,-1.98E+06,-1.24E-09,-2.16E-09,0.2075,0,0.7075,0
7.21E+07,3.60E+07,5.10E+07,-1.94E+06,-1.26E-09,-2.24E-09,0.208,0,0.708,0
7.22E+07,3.60E+07,5.08E+07,-1.91E+06,-1.29E-09,-2.32E-09,0.2085,0,0.7085,0
7.23E+07,3.60E+07,5.07E+07,-1.87E+06,-1.31E-09,-2.40E-09,0.209,0,0.709,0
7.24E+07,3.60E+07,5.05E+07,-1.83E+06,-1.33E-09,-2.47E-09,0.2095,0,0.7095,0
7.25E+07,3.60E+07,5.03E+07,-1.79E+06,-1.35E-09,-2.55E-09,0.21,0,0.71,0
7.26E+07,3.60E+07,5.02E+07,-1.75E+06,-1.38E-09,-2.63E-09,0.2105,0,0.7105,0
7.28E+07,3.60E+07,5.00E+07,-1.71E+06,-1.40E-09,-2.71E-09,0.211,0,0.711,0
7.29E+07,3.60E+07,4.98E+07,-1.67E+06,-1.42E-09,-2.78E-09,0.2115,0,0.7115,0
7.30E+07,3.60E+07,4.97E+07,-1.63E+06,-1.44E-09,-2.86E-09,0.212,0,0.712,0
7.31E+07,3.60E+07,4.95E+07,-1.60E+06,-1.47E-09,-2.94E-09,0.2125,0,0.7125,0
7.32E+07,3.60E+07,4.93E+07,-1.56E+06,-1.49E-09,-3.02E-09,0.213,0,0.713,0
7.33E+07,3.60E+07,4.92E+07,-1.52E+06,-1.51E-09,-3.09E-09,0.2135,0,0.7135,0
7.34E+07,3.60E+07,4.90E+07,-1.48E+06,-1.54E-09,-3.17E-09,0.214,0,0.714,0
7.35E+07,3.60E+07,4.88E+07,-1.44E+06,-1.56E-09,-3.25E-09,0.2145,0,0.7145,0
7.36E+07,3.60E+07,4.87E+07,-1.40E+06,-1.58E-09,-3.33E-09,0.215,0,0.715,0
7.37E+07,3.60E+07,4.85E+07,-1.36E+06,-1.60E-09,-3.41E-09,0.2155,0,0.7155,0
7.38E+07,3.60E+07,4.83E+07,-1.32E+06,-1.63E-09,-3.48E-09,0.216,0,0.716,0
7.39E+07,3.60E+07,4.82E+07,-1.28E+06,-1.65E-09,-3.56E-09,0.2165,0,0.7165,0
7.40E+07,3.60E+07,4.80E+07,-1.25E+06,-1.67E-09,-3.64E-09,0.217,0,0.717,0
7.41E+07,3.60E+07,4.78E+07,-1.21E+06,-1.70E-09,-3.72E-09,0.2175,0,0.7175,0
7.42E+07,3.60E+07,4.77E+07,-1.17E+06,-1.72E-09,-3.79E-09,0.218,0,0.718,0
7.43E+07,3.60E+07,4.75E+07,-1.13E+06,-1.74E-09,-3.87E-09,0.2185,0,0.7185,0
7.44E+07,3.60E+07,4.73E+07,-1.09E+06,-1.76E-09,-3.95E-09,0.219,0,0.719,0
7.45E+07,3.60E+07,4.72E+07,-1.05E+06,-1.79E-09,-4.03E-09,0.2195,0,0.7195,0
7.46E+07,3.60E+07,4.70E+07,-1.01E+06,-1.81E-09,-4.10E-09,0.22,0,0.72,0
7.47E+07,3.60E+07,4.68E+07,-9.74E+05,-1.83E-09,-4.18E-09,0.2205,0,0.7205,0
7.48E+07,3.60E+07,4.67E+07,-9.35E+05,-1.86E-09,-4.26E-09,0.221,0,0.721,0
7.49E+07,3.60E+07,4.65E+07,-8.96E+05,-1.88E-09,-4.34E-09,0.2215,0,0.7215,0
7.50E+07,3.60E+07,4.63E+07,-8.57E+05,-1.90E-09,-4.41E-09,0.222,0,0.722,0
7.51E+07,3.60E+07,4.62E+07,-8.18E+05,-1.92E-09,-4.49E-09,0.2225,0,0.7225,0
7.52E+07,3.60E+07,4.60E+07,-7.79E+05,-1.95E-09,-4.57E-09,0.223,0,0.723,0
7.53E+07,3.60E+07,4.58E+07,-7.41E+05,-1.97E-09,-4.65E-09,0.2235,0,0.7235,0
7.54E+07,3.60E+07,4.57E+07,-7.02E+05,-1.99E-09,-4.72E-09,0.224,0,0.724,0
7.55E+07,3.60E+07,4.55E+07,-6.63E+05,-2.02E-09,-4.80E-09,0.2245,0,0.7245,0
7.56E+07,3.60E+07,4.54E+07,-6.24E+05,-2.04E-09,-4.88E-09,0.225,0,0.725,0
7.57E+07,3.60E+07,4.52E+07,-5.85E+05,-2.06E-09,-4.96E-09,0.2255,0,0.7255,0
7.58E+07,3.60E+07,4.50E+07,-5.46E+05,-2.08E-09,-5.04E-09,0.226,0,0.726,0
7.59E+07,3.60E+07,4.49E+07,-5.07E+05,-2.11E-09,-5.11E-09,0.2265,0,0.7265,0
7.60E+07,3.60E+07,4.47E+07,-4.69E+05,-2.13E-09,-5.19E-09,0.227,0,0.727,0
7.61E+07,3.60E+07,4.45E+07,-4.30E+05,-2.15E-09,-5.27E-09,0.2275,0,0.7275,0
7.62E+07,3.60E+07,4.44E+07,-3.91E+05,-2.18E-09,-5.35E-09,0.228,0,0.728,0
7.63E+07,3.61E+07,4.42E+07,-3.52E+05,-2.20E-09,-5.42E-09,0.2285,0,0.7285,0
7.64E+07,3.61E+07,4.40E+07,-3.13E+05,-2.22E-09,-5.50E-09,0.229,0,0.729,0
7.65E+07,3.61E+07,4.39E+07,-2.74E+05,-2.24E-09,-5.58E-09,0.2295,0,0.7295,0
7.66E+07,3.61E+07,4.37E+07,-2.36E+05,-2.27E-09,-5.66E-09,0.23,0,0.73,0
7.67E+07,3.61E+07,4.35E+07,-1.97E+05,-2.29E-09,-5.73E-09,0.2305,0,0.7305,0
7.68E+07,3.61E+07,4.34E+07,-1.58E+05,-2.31E-09,-5.81E-09,0.231,0,0.731,0
7.69E+07,3.61E+07,4.32E+07,-1.19E+05,-2.34E-09,-5.89E-09,0.2315,0,0.7315,0
7.70E+07,3.61E+07,4.30E+07,-80159,-2.36E-09,-5.97E-09,0.232,0,0.732,0
7.71E+07,3.61E+07,4.29E+07,-41311,-2.38E-09,-6.04E-09,0.2325,0,0.7325,0
7.72E+07,3.61E+07,4.27E+07,-2467.7,-2.40E-09,-6.12E-09,0.233,0,0.733,0
7.73E+07,3.61E+07,4.25E+07,36380,-2.43E-09,-6.20E-09,0.2335,0,0.7335,0
7.74E+07,3.61E+07,4.24E+07,75228,-2.45E-09,-6.28E-09,0.234,0,0.734,0
7.76E+07,3.61E+07,4.22E+07,1.14E+05,-2.47E-09,-6.35E-09,0.2345,0,0.7345,0
7.77E+07,3.61E+07,4.20E+07,1.53E+05,-2.50E-09,-6.43E-09,0.235,0,0.735,0
7.78E+07,3.61E+07,4.19E+07,1.92E+05,-2.52E-09,-6.51E-09,0.2355,0,0.7355,0
7.79E+07,3.61E+07,4.17E+07,2.31E+05,-2.54E-09,-6.59E-09,0.236,0,0.736,0
7.80E+07,3.61E+07,4.15E+07,2.69E+05,-2.56E-09,-6.67E-09,0.2365,0,0.7365,0
