"sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","arc_length","Points:0","Points:1","Points:2"
4.7565e+07,2.1361e+07,2.0719e+07,1.2436e+06,-1.4973e-10,-1.341e-09,0.33,0,0.83,0
4.7413e+07,2.127e+07,2.0637e+07,1.2505e+06,-1.6515e-10,-1.3201e-09,0.3305,0,0.8305,0
4.7262e+07,2.1179e+07,2.0555e+07,1.2575e+06,-1.8056e-10,-1.2992e-09,0.331,0,0.831,0
4.7111e+07,2.1089e+07,2.0473e+07,1.2644e+06,-1.9598e-10,-1.2783e-09,0.3315,0,0.8315,0
4.6959e+07,2.0998e+07,2.0392e+07,1.2713e+06,-2.1139e-10,-1.2574e-09,0.332,0,0.832,0
4.6808e+07,2.0907e+07,2.031e+07,1.2783e+06,-2.268e-10,-1.2365e-09,0.3325,0,0.8325,0
4.6657e+07,2.0817e+07,2.0228e+07,1.2852e+06,-2.4222e-10,-1.2157e-09,0.333,0,0.833,0
4.6505e+07,2.0726e+07,2.0146e+07,1.2922e+06,-2.5763e-10,-1.1948e-09,0.3335,0,0.8335,0
4.6354e+07,2.0635e+07,2.0064e+07,1.2991e+06,-2.7305e-10,-1.1739e-09,0.334,0,0.834,0
4.6202e+07,2.0545e+07,1.9983e+07,1.306e+06,-2.8846e-10,-1.153e-09,0.3345,0,0.8345,0
4.6051e+07,2.0454e+07,1.9901e+07,1.313e+06,-3.0387e-10,-1.1321e-09,0.335,0,0.835,0
4.59e+07,2.0363e+07,1.9819e+07,1.3199e+06,-3.1929e-10,-1.1112e-09,0.3355,0,0.8355,0
4.5748e+07,2.0272e+07,1.9737e+07,1.3269e+06,-3.347e-10,-1.0903e-09,0.336,0,0.836,0
4.5597e+07,2.0182e+07,1.9655e+07,1.3338e+06,-3.5012e-10,-1.0694e-09,0.3365,0,0.8365,0
4.5446e+07,2.0091e+07,1.9573e+07,1.3408e+06,-3.6553e-10,-1.0486e-09,0.337,0,0.837,0
4.5294e+07,2e+07,1.9492e+07,1.3477e+06,-3.8094e-10,-1.0277e-09,0.3375,0,0.8375,0
4.5143e+07,1.991e+07,1.941e+07,1.3546e+06,-3.9636e-10,-1.0068e-09,0.338,0,0.838,0
4.4992e+07,1.9819e+07,1.9328e+07,1.3616e+06,-4.1177e-10,-9.859e-10,0.3385,0,0.8385,0
4.484e+07,1.9728e+07,1.9246e+07,1.3685e+06,-4.2719e-10,-9.6502e-10,0.339,0,0.839,0
4.4689e+07,1.9638e+07,1.9164e+07,1.3755e+06,-4.426e-10,-9.4413e-10,0.3395,0,0.8395,0
4.4538e+07,1.9547e+07,1.9082e+07,1.3824e+06,-4.5801e-10,-9.2324e-10,0.34,0,0.84,0
4.4386e+07,1.9456e+07,1.9001e+07,1.3893e+06,-4.7343e-10,-9.0235e-10,0.3405,0,0.8405,0
4.4235e+07,1.9366e+07,1.8919e+07,1.3963e+06,-4.8884e-10,-8.8147e-10,0.341,0,0.841,0
4.4084e+07,1.9275e+07,1.8837e+07,1.4032e+06,-5.0426e-10,-8.6058e-10,0.3415,0,0.8415,0
4.3932e+07,1.9184e+07,1.8755e+07,1.4102e+06,-5.1967e-10,-8.3969e-10,0.342,0,0.842,0
4.3781e+07,1.9093e+07,1.8673e+07,1.4171e+06,-5.3508e-10,-8.1881e-10,0.3425,0,0.8425,0
4.3629e+07,1.9003e+07,1.8592e+07,1.424e+06,-5.505e-10,-7.9792e-10,0.343,0,0.843,0
4.3478e+07,1.8912e+07,1.851e+07,1.431e+06,-5.6591e-10,-7.7703e-10,0.3435,0,0.8435,0
4.3327e+07,1.8821e+07,1.8428e+07,1.4379e+06,-5.8133e-10,-7.5615e-10,0.344,0,0.844,0
4.3175e+07,1.8731e+07,1.8346e+07,1.4449e+06,-5.9674e-10,-7.3526e-10,0.3445,0,0.8445,0
4.3024e+07,1.864e+07,1.8264e+07,1.4518e+06,-6.1216e-10,-7.1437e-10,0.345,0,0.845,0
4.2873e+07,1.8549e+07,1.8182e+07,1.4588e+06,-6.2757e-10,-6.9348e-10,0.3455,0,0.8455,0
4.2721e+07,1.8459e+07,1.8101e+07,1.4657e+06,-6.4298e-10,-6.726e-10,0.346,0,0.846,0
4.257e+07,1.8368e+07,1.8019e+07,1.4726e+06,-6.584e-10,-6.5171e-10,0.3465,0,0.8465,0
4.2419e+07,1.8277e+07,1.7937e+07,1.4796e+06,-6.7381e-10,-6.3082e-10,0.347,0,0.847,0
4.2267e+07,1.8187e+07,1.7855e+07,1.4865e+06,-6.8923e-10,-6.0993e-10,0.3475,0,0.8475,0
4.2116e+07,1.8096e+07,1.7773e+07,1.4935e+06,-7.0464e-10,-5.8905e-10,0.348,0,0.848,0
4.1965e+07,1.8005e+07,1.7691e+07,1.5004e+06,-7.2005e-10,-5.6816e-10,0.3485,0,0.8485,0
4.1813e+07,1.7914e+07,1.761e+07,1.5073e+06,-7.3547e-10,-5.4728e-10,0.349,0,0.849,0
4.1662e+07,1.7824e+07,1.7528e+07,1.5143e+06,-7.5088e-10,-5.2639e-10,0.3495,0,0.8495,0
4.1511e+07,1.7733e+07,1.7446e+07,1.5212e+06,-7.663e-10,-5.055e-10,0.35,0,0.85,0
4.1311e+07,1.7626e+07,1.7364e+07,1.5308e+06,-7.2224e-10,-4.2374e-10,0.3505,0,0.8505,0
4.1111e+07,1.7518e+07,1.7282e+07,1.5404e+06,-6.7819e-10,-3.4197e-10,0.351,0,0.851,0
4.0911e+07,1.741e+07,1.72e+07,1.55e+06,-6.3413e-10,-2.6021e-10,0.3515,0,0.8515,0
4.0711e+07,1.7303e+07,1.7119e+07,1.5596e+06,-5.9008e-10,-1.7845e-10,0.352,0,0.852,0
4.051e+07,1.7195e+07,1.7037e+07,1.5692e+06,-5.4602e-10,-9.6678e-11,0.3525,0,0.8525,0
4.031e+07,1.7088e+07,1.6955e+07,1.5787e+06,-5.0196e-10,-1.492e-11,0.353,0,0.853,0
4.011e+07,1.698e+07,1.6873e+07,1.5883e+06,-4.5791e-10,6.6849e-11,0.3535,0,0.8535,0
3.991e+07,1.6873e+07,1.6791e+07,1.5979e+06,-4.1385e-10,1.4861e-10,0.354,0,0.854,0
3.971e+07,1.6765e+07,1.6709e+07,1.6075e+06,-3.698e-10,2.3038e-10,0.3545,0,0.8545,0
3.951e+07,1.6657e+07,1.6627e+07,1.6171e+06,-3.2574e-10,3.1214e-10,0.355,0,0.855,0
3.931e+07,1.655e+07,1.6546e+07,1.6267e+06,-2.8169e-10,3.939e-10,0.3555,0,0.8555,0
3.911e+07,1.6442e+07,1.6464e+07,1.6363e+06,-2.3763e-10,4.7567e-10,0.356,0,0.856,0
3.891e+07,1.6335e+07,1.6382e+07,1.6458e+06,-1.9357e-10,5.5744e-10,0.3565,0,0.8565,0
3.871e+07,1.6227e+07,1.63e+07,1.6554e+06,-1.4952e-10,6.392e-10,0.357,0,0.857,0
3.851e+07,1.612e+07,1.6218e+07,1.665e+06,-1.0546e-10,7.2097e-10,0.3575,0,0.8575,0
3.831e+07,1.6012e+07,1.6136e+07,1.6746e+06,-6.1407e-11,8.0272e-10,0.358,0,0.858,0
3.811e+07,1.5904e+07,1.6054e+07,1.6842e+06,-1.7349e-11,8.8449e-10,0.3585,0,0.8585,0
3.791e+07,1.5797e+07,1.5973e+07,1.6938e+06,2.6709e-11,9.6626e-10,0.359,0,0.859,0
3.771e+07,1.5689e+07,1.5891e+07,1.7034e+06,7.0762e-11,1.048e-09,0.3595,0,0.8595,0
3.751e+07,1.5582e+07,1.5809e+07,1.7129e+06,1.1482e-10,1.1298e-09,0.36,0,0.86,0
3.731e+07,1.5474e+07,1.5727e+07,1.7225e+06,1.5887e-10,1.2115e-09,0.3605,0,0.8605,0
3.711e+07,1.5367e+07,1.5645e+07,1.7321e+06,2.0293e-10,1.2933e-09,0.361,0,0.861,0
3.691e+07,1.5259e+07,1.5563e+07,1.7417e+06,2.4699e-10,1.3751e-09,0.3615,0,0.8615,0
3.671e+07,1.5151e+07,1.5482e+07,1.7513e+06,2.9104e-10,1.4568e-09,0.362,0,0.862,0
3.651e+07,1.5044e+07,1.54e+07,1.7609e+06,3.351e-10,1.5386e-09,0.3625,0,0.8625,0
3.631e+07,1.4936e+07,1.5318e+07,1.7704e+06,3.7915e-10,1.6204e-09,0.363,0,0.863,0
3.611e+07,1.4829e+07,1.5236e+07,1.78e+06,4.2321e-10,1.7021e-09,0.3635,0,0.8635,0
3.591e+07,1.4721e+07,1.5154e+07,1.7896e+06,4.6727e-10,1.7839e-09,0.364,0,0.864,0
3.571e+07,1.4614e+07,1.5072e+07,1.7992e+06,5.1132e-10,1.8657e-09,0.3645,0,0.8645,0
3.551e+07,1.4506e+07,1.499e+07,1.8088e+06,5.5538e-10,1.9474e-09,0.365,0,0.865,0
3.531e+07,1.4398e+07,1.4909e+07,1.8184e+06,5.9943e-10,2.0292e-09,0.3655,0,0.8655,0
3.511e+07,1.4291e+07,1.4827e+07,1.828e+06,6.4349e-10,2.111e-09,0.366,0,0.866,0
3.491e+07,1.4183e+07,1.4745e+07,1.8375e+06,6.8755e-10,2.1927e-09,0.3665,0,0.8665,0
3.471e+07,1.4076e+07,1.4663e+07,1.8471e+06,7.316e-10,2.2745e-09,0.367,0,0.867,0
3.451e+07,1.3968e+07,1.4581e+07,1.8567e+06,7.7566e-10,2.3563e-09,0.3675,0,0.8675,0
3.431e+07,1.3861e+07,1.4499e+07,1.8663e+06,8.1971e-10,2.438e-09,0.368,0,0.868,0
3.411e+07,1.3753e+07,1.4417e+07,1.8759e+06,8.6377e-10,2.5198e-09,0.3685,0,0.8685,0
3.391e+07,1.3645e+07,1.4336e+07,1.8855e+06,9.0783e-10,2.6015e-09,0.369,0,0.869,0
3.371e+07,1.3538e+07,1.4254e+07,1.8951e+06,9.5188e-10,2.6833e-09,0.3695,0,0.8695,0
3.351e+07,1.343e+07,1.4172e+07,1.9046e+06,9.9594e-10,2.7651e-09,0.37,0,0.87,0
3.331e+07,1.3323e+07,1.409e+07,1.9142e+06,1.04e-09,2.8468e-09,0.3705,0,0.8705,0
3.311e+07,1.3215e+07,1.4008e+07,1.9238e+06,1.084e-09,2.9286e-09,0.371,0,0.871,0
3.291e+07,1.3108e+07,1.3926e+07,1.9334e+06,1.1281e-09,3.0104e-09,0.3715,0,0.8715,0
3.271e+07,1.3e+07,1.3845e+07,1.943e+06,1.1722e-09,3.0921e-09,0.372,0,0.872,0
3.251e+07,1.2892e+07,1.3763e+07,1.9526e+06,1.2162e-09,3.1739e-09,0.3725,0,0.8725,0
3.231e+07,1.2785e+07,1.3681e+07,1.9622e+06,1.2603e-09,3.2557e-09,0.373,0,0.873,0
3.211e+07,1.2677e+07,1.3599e+07,1.9717e+06,1.3043e-09,3.3374e-09,0.3735,0,0.8735,0
3.191e+07,1.257e+07,1.3517e+07,1.9813e+06,1.3484e-09,3.4192e-09,0.374,0,0.874,0
3.171e+07,1.2462e+07,1.3435e+07,1.9909e+06,1.3924e-09,3.501e-09,0.3745,0,0.8745,0
3.151e+07,1.2355e+07,1.3353e+07,2.0005e+06,1.4365e-09,3.5827e-09,0.375,0,0.875,0
3.1325e+07,1.2272e+07,1.3275e+07,1.9849e+06,1.4299e-09,3.5518e-09,0.3755,0,0.8755,0
3.1139e+07,1.2189e+07,1.3196e+07,1.9694e+06,1.4233e-09,3.5209e-09,0.376,0,0.876,0
3.0954e+07,1.2106e+07,1.3118e+07,1.9538e+06,1.4167e-09,3.4899e-09,0.3765,0,0.8765,0
3.0769e+07,1.2023e+07,1.304e+07,1.9382e+06,1.4102e-09,3.459e-09,0.377,0,0.877,0
3.0583e+07,1.194e+07,1.2961e+07,1.9227e+06,1.4036e-09,3.4281e-09,0.3775,0,0.8775,0
3.0398e+07,1.1858e+07,1.2883e+07,1.9071e+06,1.397e-09,3.3971e-09,0.378,0,0.878,0
3.0213e+07,1.1775e+07,1.2804e+07,1.8915e+06,1.3904e-09,3.3662e-09,0.3785,0,0.8785,0
3.0027e+07,1.1692e+07,1.2726e+07,1.876e+06,1.3838e-09,3.3353e-09,0.379,0,0.879,0
2.9842e+07,1.1609e+07,1.2647e+07,1.8604e+06,1.3772e-09,3.3043e-09,0.3795,0,0.8795,0
2.9657e+07,1.1526e+07,1.2569e+07,1.8448e+06,1.3706e-09,3.2734e-09,0.38,0,0.88,0
2.9472e+07,1.1443e+07,1.249e+07,1.8293e+06,1.3641e-09,3.2425e-09,0.3805,0,0.8805,0
2.9286e+07,1.1361e+07,1.2412e+07,1.8137e+06,1.3575e-09,3.2116e-09,0.381,0,0.881,0
2.9101e+07,1.1278e+07,1.2333e+07,1.7981e+06,1.3509e-09,3.1806e-09,0.3815,0,0.8815,0
2.8916e+07,1.1195e+07,1.2255e+07,1.7826e+06,1.3443e-09,3.1497e-09,0.382,0,0.882,0
2.873e+07,1.1112e+07,1.2176e+07,1.767e+06,1.3377e-09,3.1188e-09,0.3825,0,0.8825,0
2.8545e+07,1.1029e+07,1.2098e+07,1.7514e+06,1.3311e-09,3.0878e-09,0.383,0,0.883,0
2.836e+07,1.0946e+07,1.2019e+07,1.7359e+06,1.3246e-09,3.0569e-09,0.3835,0,0.8835,0
2.8174e+07,1.0864e+07,1.1941e+07,1.7203e+06,1.318e-09,3.026e-09,0.384,0,0.884,0
2.7989e+07,1.0781e+07,1.1862e+07,1.7047e+06,1.3114e-09,2.995e-09,0.3845,0,0.8845,0
2.7804e+07,1.0698e+07,1.1784e+07,1.6892e+06,1.3048e-09,2.9641e-09,0.385,0,0.885,0
2.7619e+07,1.0615e+07,1.1706e+07,1.6736e+06,1.2982e-09,2.9332e-09,0.3855,0,0.8855,0
2.7433e+07,1.0532e+07,1.1627e+07,1.658e+06,1.2916e-09,2.9023e-09,0.386,0,0.886,0
2.7248e+07,1.0449e+07,1.1549e+07,1.6425e+06,1.285e-09,2.8713e-09,0.3865,0,0.8865,0
2.7063e+07,1.0367e+07,1.147e+07,1.6269e+06,1.2785e-09,2.8404e-09,0.387,0,0.887,0
2.6877e+07,1.0284e+07,1.1392e+07,1.6113e+06,1.2719e-09,2.8095e-09,0.3875,0,0.8875,0
2.6692e+07,1.0201e+07,1.1313e+07,1.5958e+06,1.2653e-09,2.7785e-09,0.388,0,0.888,0
2.6507e+07,1.0118e+07,1.1235e+07,1.5802e+06,1.2587e-09,2.7476e-09,0.3885,0,0.8885,0
2.6321e+07,1.0035e+07,1.1156e+07,1.5646e+06,1.2521e-09,2.7167e-09,0.389,0,0.889,0
2.6136e+07,9.9524e+06,1.1078e+07,1.5491e+06,1.2455e-09,2.6857e-09,0.3895,0,0.8895,0
2.5951e+07,9.8696e+06,1.0999e+07,1.5335e+06,1.239e-09,2.6548e-09,0.39,0,0.89,0
2.5765e+07,9.7867e+06,1.0921e+07,1.5179e+06,1.2324e-09,2.6239e-09,0.3905,0,0.8905,0
2.558e+07,9.7039e+06,1.0842e+07,1.5024e+06,1.2258e-09,2.5929e-09,0.391,0,0.891,0
2.5395e+07,9.621e+06,1.0764e+07,1.4868e+06,1.2192e-09,2.562e-09,0.3915,0,0.8915,0
2.521e+07,9.5382e+06,1.0685e+07,1.4712e+06,1.2126e-09,2.5311e-09,0.392,0,0.892,0
2.5024e+07,9.4554e+06,1.0607e+07,1.4557e+06,1.206e-09,2.5002e-09,0.3925,0,0.8925,0
2.4839e+07,9.3725e+06,1.0528e+07,1.4401e+06,1.1994e-09,2.4692e-09,0.393,0,0.893,0
2.4654e+07,9.2897e+06,1.045e+07,1.4245e+06,1.1929e-09,2.4383e-09,0.3935,0,0.8935,0
2.4468e+07,9.2069e+06,1.0371e+07,1.409e+06,1.1863e-09,2.4074e-09,0.394,0,0.894,0
2.4283e+07,9.124e+06,1.0293e+07,1.3934e+06,1.1797e-09,2.3764e-09,0.3945,0,0.8945,0
2.4098e+07,9.0412e+06,1.0215e+07,1.3778e+06,1.1731e-09,2.3455e-09,0.395,0,0.895,0
2.3912e+07,8.9584e+06,1.0136e+07,1.3623e+06,1.1665e-09,2.3146e-09,0.3955,0,0.8955,0
2.3727e+07,8.8755e+06,1.0058e+07,1.3467e+06,1.1599e-09,2.2836e-09,0.396,0,0.896,0
2.3542e+07,8.7927e+06,9.9791e+06,1.3311e+06,1.1533e-09,2.2527e-09,0.3965,0,0.8965,0
2.3357e+07,8.7098e+06,9.9007e+06,1.3156e+06,1.1468e-09,2.2218e-09,0.397,0,0.897,0
2.3171e+07,8.627e+06,9.8222e+06,1.3e+06,1.1402e-09,2.1909e-09,0.3975,0,0.8975,0
2.2986e+07,8.5442e+06,9.7437e+06,1.2844e+06,1.1336e-09,2.1599e-09,0.398,0,0.898,0
2.2801e+07,8.4613e+06,9.6653e+06,1.2688e+06,1.127e-09,2.129e-09,0.3985,0,0.8985,0
2.2615e+07,8.3785e+06,9.5868e+06,1.2533e+06,1.1204e-09,2.0981e-09,0.399,0,0.899,0
2.243e+07,8.2957e+06,9.5083e+06,1.2377e+06,1.1138e-09,2.0671e-09,0.3995,0,0.8995,0
2.2245e+07,8.2128e+06,9.4298e+06,1.2221e+06,1.1073e-09,2.0362e-09,0.4,0,0.9,0
2.2047e+07,8.1415e+06,9.3373e+06,1.2213e+06,1.1027e-09,2.067e-09,0.4005,0,0.9005,0
2.1849e+07,8.0702e+06,9.2448e+06,1.2204e+06,1.0981e-09,2.0979e-09,0.401,0,0.901,0
2.1652e+07,7.9989e+06,9.1524e+06,1.2195e+06,1.0935e-09,2.1287e-09,0.4015,0,0.9015,0
2.1454e+07,7.9275e+06,9.0599e+06,1.2186e+06,1.0889e-09,2.1595e-09,0.402,0,0.902,0
2.1256e+07,7.8562e+06,8.9674e+06,1.2177e+06,1.0844e-09,2.1904e-09,0.4025,0,0.9025,0
2.1059e+07,7.7849e+06,8.8749e+06,1.2168e+06,1.0798e-09,2.2212e-09,0.403,0,0.903,0
2.0861e+07,7.7136e+06,8.7824e+06,1.2159e+06,1.0752e-09,2.2521e-09,0.4035,0,0.9035,0
2.0663e+07,7.6423e+06,8.6899e+06,1.2151e+06,1.0706e-09,2.2829e-09,0.404,0,0.904,0
2.0466e+07,7.5709e+06,8.5974e+06,1.2142e+06,1.0661e-09,2.3137e-09,0.4045,0,0.9045,0
2.0268e+07,7.4996e+06,8.5049e+06,1.2133e+06,1.0615e-09,2.3446e-09,0.405,0,0.905,0
2.007e+07,7.4283e+06,8.4124e+06,1.2124e+06,1.0569e-09,2.3754e-09,0.4055,0,0.9055,0
1.9873e+07,7.357e+06,8.3199e+06,1.2115e+06,1.0523e-09,2.4062e-09,0.406,0,0.906,0
1.9675e+07,7.2857e+06,8.2274e+06,1.2106e+06,1.0477e-09,2.4371e-09,0.4065,0,0.9065,0
1.9477e+07,7.2143e+06,8.1349e+06,1.2097e+06,1.0432e-09,2.4679e-09,0.407,0,0.907,0
1.928e+07,7.143e+06,8.0424e+06,1.2089e+06,1.0386e-09,2.4988e-09,0.4075,0,0.9075,0
1.9082e+07,7.0717e+06,7.9499e+06,1.208e+06,1.034e-09,2.5296e-09,0.408,0,0.908,0
1.8884e+07,7.0004e+06,7.8574e+06,1.2071e+06,1.0294e-09,2.5604e-09,0.4085,0,0.9085,0
1.8687e+07,6.9291e+06,7.7649e+06,1.2062e+06,1.0249e-09,2.5913e-09,0.409,0,0.909,0
1.8489e+07,6.8577e+06,7.6724e+06,1.2053e+06,1.0203e-09,2.6221e-09,0.4095,0,0.9095,0
1.8291e+07,6.7864e+06,7.5799e+06,1.2044e+06,1.0157e-09,2.6529e-09,0.41,0,0.91,0
1.8094e+07,6.7151e+06,7.4874e+06,1.2035e+06,1.0111e-09,2.6838e-09,0.4105,0,0.9105,0
1.7896e+07,6.6438e+06,7.3949e+06,1.2026e+06,1.0065e-09,2.7146e-09,0.411,0,0.911,0
1.7698e+07,6.5725e+06,7.3024e+06,1.2018e+06,1.002e-09,2.7454e-09,0.4115,0,0.9115,0
1.7501e+07,6.5011e+06,7.2099e+06,1.2009e+06,9.9739e-10,2.7763e-09,0.412,0,0.912,0
1.7303e+07,6.4298e+06,7.1174e+06,1.2e+06,9.9281e-10,2.8071e-09,0.4125,0,0.9125,0
1.7105e+07,6.3585e+06,7.0249e+06,1.1991e+06,9.8823e-10,2.838e-09,0.413,0,0.913,0
1.6908e+07,6.2872e+06,6.9324e+06,1.1982e+06,9.8366e-10,2.8688e-09,0.4135,0,0.9135,0
1.671e+07,6.2159e+06,6.8399e+06,1.1973e+06,9.7908e-10,2.8996e-09,0.414,0,0.914,0
1.6512e+07,6.1445e+06,6.7474e+06,1.1964e+06,9.745e-10,2.9305e-09,0.4145,0,0.9145,0
1.6315e+07,6.0732e+06,6.6549e+06,1.1956e+06,9.6992e-10,2.9613e-09,0.415,0,0.915,0
1.6117e+07,6.0019e+06,6.5624e+06,1.1947e+06,9.6535e-10,2.9921e-09,0.4155,0,0.9155,0
1.5919e+07,5.9306e+06,6.4699e+06,1.1938e+06,9.6077e-10,3.023e-09,0.416,0,0.916,0
1.5722e+07,5.8593e+06,6.3774e+06,1.1929e+06,9.5619e-10,3.0538e-09,0.4165,0,0.9165,0
1.5524e+07,5.7879e+06,6.2849e+06,1.192e+06,9.5161e-10,3.0847e-09,0.417,0,0.917,0
1.5326e+07,5.7166e+06,6.1924e+06,1.1911e+06,9.4703e-10,3.1155e-09,0.4175,0,0.9175,0
1.5129e+07,5.6453e+06,6.1e+06,1.1902e+06,9.4246e-10,3.1463e-09,0.418,0,0.918,0
1.4931e+07,5.574e+06,6.0075e+06,1.1894e+06,9.3788e-10,3.1772e-09,0.4185,0,0.9185,0
1.4733e+07,5.5027e+06,5.915e+06,1.1885e+06,9.333e-10,3.208e-09,0.419,0,0.919,0
1.4536e+07,5.4313e+06,5.8225e+06,1.1876e+06,9.2872e-10,3.2388e-09,0.4195,0,0.9195,0
1.4338e+07,5.36e+06,5.73e+06,1.1867e+06,9.2415e-10,3.2697e-09,0.42,0,0.92,0
1.414e+07,5.2887e+06,5.6375e+06,1.1858e+06,9.1957e-10,3.3005e-09,0.4205,0,0.9205,0
1.3943e+07,5.2174e+06,5.545e+06,1.1849e+06,9.1499e-10,3.3313e-09,0.421,0,0.921,0
1.3745e+07,5.1461e+06,5.4525e+06,1.184e+06,9.1041e-10,3.3622e-09,0.4215,0,0.9215,0
1.3547e+07,5.0747e+06,5.36e+06,1.1832e+06,9.0584e-10,3.393e-09,0.422,0,0.922,0
1.335e+07,5.0034e+06,5.2675e+06,1.1823e+06,9.0126e-10,3.4239e-09,0.4225,0,0.9225,0
1.3152e+07,4.9321e+06,5.175e+06,1.1814e+06,8.9668e-10,3.4547e-09,0.423,0,0.923,0
1.2954e+07,4.8608e+06,5.0825e+06,1.1805e+06,8.921e-10,3.4855e-09,0.4235,0,0.9235,0
1.2757e+07,4.7895e+06,4.99e+06,1.1796e+06,8.8753e-10,3.5164e-09,0.424,0,0.924,0
1.2559e+07,4.7181e+06,4.8975e+06,1.1787e+06,8.8295e-10,3.5472e-09,0.4245,0,0.9245,0
1.2361e+07,4.6468e+06,4.805e+06,1.1778e+06,8.7837e-10,3.578e-09,0.425,0,0.925,0
1.2143e+07,4.5951e+06,4.7321e+06,1.1451e+06,8.6897e-10,3.5187e-09,0.4255,0,0.9255,0
1.1925e+07,4.5433e+06,4.6593e+06,1.1124e+06,8.5958e-10,3.4594e-09,0.426,0,0.926,0
1.1706e+07,4.4916e+06,4.5864e+06,1.0797e+06,8.5018e-10,3.4001e-09,0.4265,0,0.9265,0
1.1488e+07,4.4398e+06,4.5135e+06,1.047e+06,8.4078e-10,3.3408e-09,0.427,0,0.927,0
1.127e+07,4.3881e+06,4.4407e+06,1.0142e+06,8.3138e-10,3.2814e-09,0.4275,0,0.9275,0
1.1052e+07,4.3363e+06,4.3678e+06,9.8153e+05,8.2199e-10,3.2221e-09,0.428,0,0.928,0
1.0833e+07,4.2845e+06,4.295e+06,9.4881e+05,8.1259e-10,3.1628e-09,0.4285,0,0.9285,0
1.0615e+07,4.2328e+06,4.2221e+06,9.1609e+05,8.0319e-10,3.1035e-09,0.429,0,0.929,0
1.0397e+07,4.181e+06,4.1492e+06,8.8338e+05,7.938e-10,3.0442e-09,0.4295,0,0.9295,0
1.0178e+07,4.1293e+06,4.0764e+06,8.5066e+05,7.844e-10,2.9848e-09,0.43,0,0.93,0
9.9602e+06,4.0775e+06,4.0035e+06,8.1794e+05,7.75e-10,2.9255e-09,0.4305,0,0.9305,0
9.7419e+06,4.0258e+06,3.9306e+06,7.8522e+05,7.6561e-10,2.8662e-09,0.431,0,0.931,0
9.5236e+06,3.974e+06,3.8578e+06,7.525e+05,7.5621e-10,2.8069e-09,0.4315,0,0.9315,0
9.3054e+06,3.9223e+06,3.7849e+06,7.1979e+05,7.4681e-10,2.7476e-09,0.432,0,0.932,0
9.0871e+06,3.8705e+06,3.7121e+06,6.8707e+05,7.3741e-10,2.6882e-09,0.4325,0,0.9325,0
8.8688e+06,3.8188e+06,3.6392e+06,6.5435e+05,7.2802e-10,2.6289e-09,0.433,0,0.933,0
8.6505e+06,3.767e+06,3.5663e+06,6.2164e+05,7.1862e-10,2.5696e-09,0.4335,0,0.9335,0
8.4322e+06,3.7153e+06,3.4935e+06,5.8892e+05,7.0922e-10,2.5103e-09,0.434,0,0.934,0
8.214e+06,3.6635e+06,3.4206e+06,5.562e+05,6.9983e-10,2.451e-09,0.4345,0,0.9345,0
7.9957e+06,3.6118e+06,3.3477e+06,5.2348e+05,6.9043e-10,2.3916e-09,0.435,0,0.935,0
7.7774e+06,3.56e+06,3.2749e+06,4.9076e+05,6.8103e-10,2.3323e-09,0.4355,0,0.9355,0
7.5591e+06,3.5083e+06,3.202e+06,4.5805e+05,6.7163e-10,2.273e-09,0.436,0,0.936,0
7.3408e+06,3.4565e+06,3.1292e+06,4.2533e+05,6.6224e-10,2.2137e-09,0.4365,0,0.9365,0
7.1226e+06,3.4048e+06,3.0563e+06,3.9261e+05,6.5284e-10,2.1544e-09,0.437,0,0.937,0
6.9043e+06,3.353e+06,2.9834e+06,3.5989e+05,6.4344e-10,2.095e-09,0.4375,0,0.9375,0
6.686e+06,3.3013e+06,2.9106e+06,3.2718e+05,6.3405e-10,2.0357e-09,0.438,0,0.938,0
6.4677e+06,3.2495e+06,2.8377e+06,2.9446e+05,6.2465e-10,1.9764e-09,0.4385,0,0.9385,0
6.2494e+06,3.1978e+06,2.7648e+06,2.6174e+05,6.1525e-10,1.9171e-09,0.439,0,0.939,0
6.0311e+06,3.146e+06,2.692e+06,2.2903e+05,6.0586e-10,1.8578e-09,0.4395,0,0.9395,0
5.8129e+06,3.0943e+06,2.6191e+06,1.9631e+05,5.9646e-10,1.7984e-09,0.44,0,0.94,0
5.5946e+06,3.0425e+06,2.5463e+06,1.6359e+05,5.8706e-10,1.7391e-09,0.4405,0,0.9405,0
5.3763e+06,2.9907e+06,2.4734e+06,1.3087e+05,5.7766e-10,1.6798e-09,0.441,0,0.941,0
5.158e+06,2.939e+06,2.4005e+06,98154,5.6827e-10,1.6205e-09,0.4415,0,0.9415,0
4.9397e+06,2.8872e+06,2.3277e+06,65439,5.5887e-10,1.5612e-09,0.442,0,0.942,0
4.7215e+06,2.8355e+06,2.2548e+06,32720,5.4947e-10,1.5018e-09,0.4425,0,0.9425,0
4.5032e+06,2.7837e+06,2.1819e+06,0.61991,5.4007e-10,1.4425e-09,0.443,0,0.943,0
4.2849e+06,2.732e+06,2.1091e+06,-32715,5.3068e-10,1.3832e-09,0.4435,0,0.9435,0
4.0666e+06,2.6802e+06,2.0362e+06,-65434,5.2128e-10,1.3239e-09,0.444,0,0.944,0
3.8483e+06,2.6285e+06,1.9633e+06,-98153,5.1188e-10,1.2645e-09,0.4445,0,0.9445,0
