# PointID PointCoord Dx Dy Dz magD
4 (0 0.5 0) 0 -3.86751e-05 5.79336e-23 3.86751e-05
571 (0 0.50625 0) 0 -3.89322e-05 0 3.89322e-05
570 (0 0.5125 0) 0 -3.93038e-05 0 3.93038e-05
569 (0 0.51875 0) 0 -3.96553e-05 0 3.96553e-05
568 (0 0.525 0) 0 -3.99855e-05 0 3.99855e-05
567 (0 0.53125 0) 0 -4.02963e-05 0 4.02963e-05
566 (0 0.5375 0) 0 -4.05897e-05 0 4.05897e-05
565 (0 0.54375 0) 0 -4.08672e-05 0 4.08672e-05
564 (0 0.55 0) 0 -4.11302e-05 0 4.11302e-05
563 (0 0.55625 0) 0 -4.13798e-05 0 4.13798e-05
562 (0 0.5625 0) 0 -4.1617e-05 0 4.1617e-05
561 (0 0.56875 0) 0 -4.18429e-05 0 4.18429e-05
560 (0 0.575 0) 0 -4.20584e-05 0 4.20584e-05
559 (0 0.58125 0) 0 -4.22644e-05 0 4.22644e-05
558 (0 0.5875 0) 0 -4.24616e-05 0 4.24616e-05
557 (0 0.59375 0) 0 -4.26507e-05 0 4.26507e-05
556 (0 0.6 0) 0 -4.28325e-05 0 4.28325e-05
555 (0 0.60625 0) 0 -4.30075e-05 0 4.30075e-05
554 (0 0.6125 0) 0 -4.31762e-05 0 4.31762e-05
553 (0 0.61875 0) 0 -4.33393e-05 0 4.33393e-05
552 (0 0.625 0) 0 -4.34972e-05 0 4.34972e-05
551 (0 0.63125 0) 0 -4.36502e-05 0 4.36502e-05
550 (0 0.6375 0) 0 -4.37989e-05 0 4.37989e-05
549 (0 0.64375 0) 0 -4.39437e-05 0 4.39437e-05
548 (0 0.65 0) 0 -4.40847e-05 0 4.40847e-05
547 (0 0.65625 0) 0 -4.42225e-05 0 4.42225e-05
546 (0 0.6625 0) 0 -4.43572e-05 0 4.43572e-05
545 (0 0.66875 0) 0 -4.44891e-05 0 4.44891e-05
544 (0 0.675 0) 0 -4.46186e-05 0 4.46186e-05
543 (0 0.68125 0) 0 -4.47458e-05 0 4.47458e-05
542 (0 0.6875 0) 0 -4.48709e-05 0 4.48709e-05
541 (0 0.69375 0) 0 -4.49941e-05 0 4.49941e-05
540 (0 0.7 0) 0 -4.51156e-05 0 4.51156e-05
539 (0 0.70625 0) 0 -4.52356e-05 0 4.52356e-05
538 (0 0.7125 0) 0 -4.53543e-05 0 4.53543e-05
537 (0 0.71875 0) 0 -4.54717e-05 0 4.54717e-05
536 (0 0.725 0) 0 -4.5588e-05 0 4.5588e-05
535 (0 0.73125 0) 0 -4.57033e-05 0 4.57033e-05
534 (0 0.7375 0) 0 -4.58177e-05 0 4.58177e-05
533 (0 0.74375 0) 0 -4.59311e-05 0 4.59311e-05
6 (0 0.75 0) 0 -4.60338e-05 0 4.60338e-05
532 (0 0.753125 0) 0 -4.61079e-05 0 4.61079e-05
531 (0 0.75625 0) 0 -4.61637e-05 0 4.61637e-05
530 (0 0.759375 0) 0 -4.62192e-05 0 4.62192e-05
