# PointID PointCoord Dx Dy Dz magD
4 (0 0.5 0) 0 -3.35291e-05 0 3.35291e-05
81 (0 0.55 0) 0 -3.65759e-05 0 3.65759e-05
80 (0 0.6 0) 0 -3.8575e-05 0 3.8575e-05
79 (0 0.65 0) 0 -4.00381e-05 0 4.00381e-05
78 (0 0.7 0) 0 -4.12343e-05 0 4.12343e-05
6 (0 0.75 0) 0 -4.23075e-05 0 4.23075e-05
77 (0 0.775 0) 0 -4.2798e-05 0 4.2798e-05
76 (0 0.8 0) 0 -4.32742e-05 0 4.32742e-05
75 (0 0.825 0) 0 -4.37405e-05 0 4.37405e-05
74 (0 0.85 0) 0 -4.41995e-05 0 4.41995e-05
73 (0 0.875 0) 0 -4.46518e-05 0 4.46518e-05
72 (0 0.9 0) 0 -4.5096e-05 0 4.5096e-05
71 (0 0.925 0) 0 -4.55292e-05 0 4.55292e-05
70 (0 0.95 0) 0 -4.59463e-05 0 4.59463e-05
69 (0 0.975 0) 0 -4.634e-05 0 4.634e-05
3 (0 1 0) 0 -4.67002e-05 0 4.67002e-05
4 (0 0.5 0) 0 -3.35291e-05 0 3.35291e-05
81 (0 0.55 0) 0 -3.65759e-05 0 3.65759e-05
80 (0 0.6 0) 0 -3.8575e-05 0 3.8575e-05
79 (0 0.65 0) 0 -4.00381e-05 0 4.00381e-05
78 (0 0.7 0) 0 -4.12343e-05 0 4.12343e-05
6 (0 0.75 0) 0 -4.23075e-05 0 4.23075e-05
77 (0 0.775 0) 0 -4.2798e-05 0 4.2798e-05
76 (0 0.8 0) 0 -4.32742e-05 0 4.32742e-05
75 (0 0.825 0) 0 -4.37405e-05 0 4.37405e-05
74 (0 0.85 0) 0 -4.41995e-05 0 4.41995e-05
73 (0 0.875 0) 0 -4.46518e-05 0 4.46518e-05
72 (0 0.9 0) 0 -4.5096e-05 0 4.5096e-05
71 (0 0.925 0) 0 -4.55292e-05 0 4.55292e-05
70 (0 0.95 0) 0 -4.59463e-05 0 4.59463e-05
69 (0 0.975 0) 0 -4.634e-05 0 4.634e-05
3 (0 1 0) 0 -4.67002e-05 0 4.67002e-05
4 (0 0.5 0) 0 -6.70582e-05 0 6.70582e-05
81 (0 0.55 0) 0 -7.31518e-05 0 7.31518e-05
80 (0 0.6 0) 0 -7.715e-05 0 7.715e-05
79 (0 0.65 0) 0 -8.00763e-05 0 8.00763e-05
78 (0 0.7 0) 0 -8.24686e-05 0 8.24686e-05
6 (0 0.75 0) 0 -8.46151e-05 0 8.46151e-05
77 (0 0.775 0) 0 -8.55961e-05 0 8.55961e-05
76 (0 0.8 0) 0 -8.65483e-05 0 8.65483e-05
75 (0 0.825 0) 0 -8.7481e-05 0 8.7481e-05
74 (0 0.85 0) 0 -8.83991e-05 0 8.83991e-05
73 (0 0.875 0) 0 -8.93036e-05 0 8.93036e-05
72 (0 0.9 0) 0 -9.01921e-05 0 9.01921e-05
71 (0 0.925 0) 0 -9.10584e-05 0 9.10584e-05
70 (0 0.95 0) 0 -9.18926e-05 0 9.18926e-05
69 (0 0.975 0) 0 -9.268e-05 0 9.268e-05
3 (0 1 0) 0 -9.34004e-05 0 9.34004e-05
4 (0 0.5 0) 0 -6.70582e-05 0 6.70582e-05
81 (0 0.55 0) 0 -7.31518e-05 0 7.31518e-05
80 (0 0.6 0) 0 -7.715e-05 0 7.715e-05
79 (0 0.65 0) 0 -8.00763e-05 0 8.00763e-05
78 (0 0.7 0) 0 -8.24686e-05 0 8.24686e-05
6 (0 0.75 0) 0 -8.46151e-05 0 8.46151e-05
77 (0 0.775 0) 0 -8.55961e-05 0 8.55961e-05
76 (0 0.8 0) 0 -8.65483e-05 0 8.65483e-05
75 (0 0.825 0) 0 -8.7481e-05 0 8.7481e-05
74 (0 0.85 0) 0 -8.83991e-05 0 8.83991e-05
73 (0 0.875 0) 0 -8.93036e-05 0 8.93036e-05
72 (0 0.9 0) 0 -9.01921e-05 0 9.01921e-05
71 (0 0.925 0) 0 -9.10584e-05 0 9.10584e-05
70 (0 0.95 0) 0 -9.18926e-05 0 9.18926e-05
69 (0 0.975 0) 0 -9.268e-05 0 9.268e-05
3 (0 1 0) 0 -9.34004e-05 0 9.34004e-05
4 (0 0.5 0) 0 -0.000100587 0 0.000100587
81 (0 0.55 0) 0 -0.000109728 0 0.000109728
80 (0 0.6 0) 0 -0.000115725 0 0.000115725
79 (0 0.65 0) 0 -0.000120114 0 0.000120114
78 (0 0.7 0) 0 -0.000123703 0 0.000123703
6 (0 0.75 0) 0 -0.000126923 0 0.000126923
77 (0 0.775 0) 0 -0.000128394 0 0.000128394
76 (0 0.8 0) 0 -0.000129823 0 0.000129823
75 (0 0.825 0) 0 -0.000131222 0 0.000131222
74 (0 0.85 0) 0 -0.000132599 0 0.000132599
73 (0 0.875 0) 0 -0.000133955 0 0.000133955
72 (0 0.9 0) 0 -0.000135288 0 0.000135288
71 (0 0.925 0) 0 -0.000136588 0 0.000136588
70 (0 0.95 0) 0 -0.000137839 0 0.000137839
69 (0 0.975 0) 0 -0.00013902 0 0.00013902
3 (0 1 0) 0 -0.000140101 0 0.000140101
4 (0 0.5 0) 0 -0.000100587 0 0.000100587
81 (0 0.55 0) 0 -0.000109728 0 0.000109728
80 (0 0.6 0) 0 -0.000115725 0 0.000115725
79 (0 0.65 0) 0 -0.000120114 0 0.000120114
78 (0 0.7 0) 0 -0.000123703 0 0.000123703
6 (0 0.75 0) 0 -0.000126923 0 0.000126923
77 (0 0.775 0) 0 -0.000128394 0 0.000128394
76 (0 0.8 0) 0 -0.000129823 0 0.000129823
75 (0 0.825 0) 0 -0.000131222 0 0.000131222
74 (0 0.85 0) 0 -0.000132599 0 0.000132599
73 (0 0.875 0) 0 -0.000133955 0 0.000133955
72 (0 0.9 0) 0 -0.000135288 0 0.000135288
71 (0 0.925 0) 0 -0.000136588 0 0.000136588
70 (0 0.95 0) 0 -0.000137839 0 0.000137839
69 (0 0.975 0) 0 -0.00013902 0 0.00013902
3 (0 1 0) 0 -0.000140101 0 0.000140101
4 (0 0.5 0) 0 -0.000134116 0 0.000134116
81 (0 0.55 0) 0 -0.000146304 0 0.000146304
80 (0 0.6 0) 0 -0.0001543 0 0.0001543
79 (0 0.65 0) 0 -0.000160153 0 0.000160153
78 (0 0.7 0) 0 -0.000164937 0 0.000164937
6 (0 0.75 0) 0 -0.00016923 0 0.00016923
77 (0 0.775 0) 0 -0.000171192 0 0.000171192
76 (0 0.8 0) 0 -0.000173097 0 0.000173097
75 (0 0.825 0) 0 -0.000174962 0 0.000174962
74 (0 0.85 0) 0 -0.000176798 0 0.000176798
73 (0 0.875 0) 0 -0.000178607 0 0.000178607
72 (0 0.9 0) 0 -0.000180384 0 0.000180384
71 (0 0.925 0) 0 -0.000182117 0 0.000182117
70 (0 0.95 0) 0 -0.000183785 0 0.000183785
69 (0 0.975 0) 0 -0.00018536 0 0.00018536
3 (0 1 0) 0 -0.000186801 0 0.000186801
4 (0 0.5 0) 0 -0.000134116 0 0.000134116
81 (0 0.55 0) 0 -0.000146304 0 0.000146304
80 (0 0.6 0) 0 -0.0001543 0 0.0001543
79 (0 0.65 0) 0 -0.000160153 0 0.000160153
78 (0 0.7 0) 0 -0.000164937 0 0.000164937
6 (0 0.75 0) 0 -0.00016923 0 0.00016923
77 (0 0.775 0) 0 -0.000171192 0 0.000171192
76 (0 0.8 0) 0 -0.000173097 0 0.000173097
75 (0 0.825 0) 0 -0.000174962 0 0.000174962
74 (0 0.85 0) 0 -0.000176798 0 0.000176798
73 (0 0.875 0) 0 -0.000178607 0 0.000178607
72 (0 0.9 0) 0 -0.000180384 0 0.000180384
71 (0 0.925 0) 0 -0.000182117 0 0.000182117
70 (0 0.95 0) 0 -0.000183785 0 0.000183785
69 (0 0.975 0) 0 -0.00018536 0 0.00018536
3 (0 1 0) 0 -0.000186801 0 0.000186801
4 (0 0.5 0) 0 -0.000167646 0 0.000167646
81 (0 0.55 0) 0 -0.000182879 0 0.000182879
80 (0 0.6 0) 0 -0.000192875 0 0.000192875
79 (0 0.65 0) 0 -0.000200191 0 0.000200191
78 (0 0.7 0) 0 -0.000206171 0 0.000206171
6 (0 0.75 0) 0 -0.000211538 0 0.000211538
77 (0 0.775 0) 0 -0.00021399 0 0.00021399
76 (0 0.8 0) 0 -0.000216371 0 0.000216371
75 (0 0.825 0) 0 -0.000218703 0 0.000218703
74 (0 0.85 0) 0 -0.000220998 0 0.000220998
73 (0 0.875 0) 0 -0.000223259 0 0.000223259
72 (0 0.9 0) 0 -0.00022548 0 0.00022548
71 (0 0.925 0) 0 -0.000227646 0 0.000227646
70 (0 0.95 0) 0 -0.000229732 0 0.000229732
69 (0 0.975 0) 0 -0.0002317 0 0.0002317
3 (0 1 0) 0 -0.000233501 0 0.000233501
4 (0 0.5 0) 0 -0.000167646 0 0.000167646
81 (0 0.55 0) 0 -0.000182879 0 0.000182879
80 (0 0.6 0) 0 -0.000192875 0 0.000192875
79 (0 0.65 0) 0 -0.000200191 0 0.000200191
78 (0 0.7 0) 0 -0.000206171 0 0.000206171
6 (0 0.75 0) 0 -0.000211538 0 0.000211538
77 (0 0.775 0) 0 -0.00021399 0 0.00021399
76 (0 0.8 0) 0 -0.000216371 0 0.000216371
75 (0 0.825 0) 0 -0.000218703 0 0.000218703
74 (0 0.85 0) 0 -0.000220998 0 0.000220998
73 (0 0.875 0) 0 -0.000223259 0 0.000223259
72 (0 0.9 0) 0 -0.00022548 0 0.00022548
71 (0 0.925 0) 0 -0.000227646 0 0.000227646
